,text,tokenized_text
235,ye mentioned messi it don't get better than that https://t.co/RnVu0DMuFt,"['ye', 'mentioned', 'messi', 'it', 'dont', 'get', 'better', 'than', 'that', '']"
236,@tylerguinness @ESPNFC Messi is worth more than that. It’s such a shame they would put him this situation.,"['tylerguinness', 'ESPNFC', 'Messi', 'is', 'worth', 'more', 'than', 'that', '', 'It', '', 's', 'such', 'a', 'shame', 'they', 'would', 'put', 'him', 'this', 'situation', '']"
237,"@Ishanculer Messi can’t do shit outside Barcelona and that’s exactly what he has shown so far. He will never reach the Numbers he did at Barcelona in PSG. That man is so finished, sure he might win ballon’dor but after that he ain’t winning shit anymore!","['Ishanculer', 'Messi', 'can', '', 't', 'do', 'shit', 'outside', 'Barcelona', 'and', 'that', '', 's', 'exactly', 'what', 'he', 'has', 'shown', 'so', 'far', '', 'He', 'will', 'never', 'reach', 'the', 'Numbers', 'he', 'did', 'at', 'Barcelona', 'in', 'PSG', '', 'That', 'man', 'is', 'so', 'finished', '', 'sure', 'he', 'might', 'win', 'ballon', '', 'dor', 'but', 'after', 'that', 'he', 'ain', '', 't', 'winning', 'shit', 'anymore', '']"
238,@hao2000ki @BarcaWorldwide i didn't see people say these stuff in 2016 2017 and 2018 when messi had the mostG+A by a mile,"['hao2000ki', 'BarcaWorldwide', 'i', 'didnt', 'see', 'people', 'say', 'these', 'stuff', 'in', '2016', '2017', 'and', '2018', 'when', 'messi', 'had', 'the', 'mostG', '', 'A', 'by', 'a', 'mile']"
239,Messi declares intention to return to Barcelona https://t.co/y4hvrjb2oZ https://t.co/cGQcSv7uEd,"['Messi', 'declares', 'intention', 'to', 'return', 'to', 'Barcelona', '', '']"
240,"Lionel Messi says it was inappropriate for @FCBarcelona president Joan Laporta to say he could have played for free but has suggested he would have been willing to accept a bigger pay cut to stay at Camp Nou. 
https://t.co/8LXvfC6KFH
#Football #ESPNCaribbean https://t.co/gczHdGm60Q","['Lionel', 'Messi', 'says', 'it', 'was', 'inappropriate', 'for', 'FCBarcelona', 'president', 'Joan', 'Laporta', 'to', 'say', 'he', 'could', 'have', 'played', 'for', 'free', 'but', 'has', 'suggested', 'he', 'would', 'have', 'been', 'willing', 'to', 'accept', 'a', 'bigger', 'pay', 'cut', 'to', 'stay', 'at', 'Camp', 'Nou', '', '', 'Football', 'ESPNCaribbean', '']"
241,@SiempreBarca27 Nah but Font wouldn't have sold the dreams. Font already wanted Messi out and a rebuild,"['SiempreBarca27', 'Nah', 'but', 'Font', 'wouldnt', 'have', 'sold', 'the', 'dreams', '', 'Font', 'already', 'wanted', 'Messi', 'out', 'and', 'a', 'rebuild']"
242,"@Case14i You think mbappe is wasting his years with this team and trolled messi for not winning leauge despite having 45 goals a season with pique, lenglet, Roberto, alba as defense and setein and Koeman as coach..","['Case14i', 'You', 'think', 'mbappe', 'is', 'wasting', 'his', 'years', 'with', 'this', 'team', 'and', 'trolled', 'messi', 'for', 'not', 'winning', 'leauge', 'despite', 'having', '45', 'goals', 'a', 'season', 'with', 'pique', '', 'lenglet', '', 'Roberto', '', 'alba', 'as', 'defense', 'and', 'setein', 'and', 'Koeman', 'as', 'coach', '']"
243,Everyone wants to see Messi back at Barcelona someday 🥺 https://t.co/qh97wIJCUc,"['Everyone', 'wants', 'to', 'see', 'Messi', 'back', 'at', 'Barcelona', 'someday', '', '']"
244,@BlancoLottin @__elclasic 2 golden boots v prime Messi &amp; Ronaldo*,"['BlancoLottin', 'elclasic', '2', 'golden', 'boots', 'v', 'prime', 'Messi', '', 'Ronaldo', '']"
245,"@Letter_to_Jack Take away Messi and put Ronaldo against Roma and Liverpool.
Look at what he did to Juventus in 2018.","['LettertoJack', 'Take', 'away', 'Messi', 'and', 'put', 'Ronaldo', 'against', 'Roma', 'and', 'Liverpool', '', 'Look', 'at', 'what', 'he', 'did', 'to', 'Juventus', 'in', '2018', '']"
246,"@halamadrdynada @Hamza__KB9 @MadridXtra @diarioas Take Messi and Ronaldo out the equation he’s still not top 3 dickhead. Henry played as a striker only for 8 years and he dominated. He played LW at Monaco, Juventus and Barca. Benzema is beneath him. https://t.co/9t8nFFrbAT","['halamadrdynada', 'HamzaKB9', 'MadridXtra', 'diarioas', 'Take', 'Messi', 'and', 'Ronaldo', 'out', 'the', 'equation', 'he', '', 's', 'still', 'not', 'top', '3', 'dickhead', '', 'Henry', 'played', 'as', 'a', 'striker', 'only', 'for', '8', 'years', 'and', 'he', 'dominated', '', 'He', 'played', 'LW', 'at', 'Monaco', '', 'Juventus', 'and', 'Barca', '', 'Benzema', 'is', 'beneath', 'him', '', '']"
247,"@m8arteta__ @Nikeadeg @ire_adeoye_ @BarcaUniversal Messi made him relevant offensively , he makes 1 decent cross after trying 100 times. But these are offensive stats main role is defensively in which he is absolute trash.","['m8arteta', 'Nikeadeg', 'ireadeoye', 'BarcaUniversal', 'Messi', 'made', 'him', 'relevant', 'offensively', '', 'he', 'makes', '1', 'decent', 'cross', 'after', 'trying', '100', 'times', '', 'But', 'these', 'are', 'offensive', 'stats', 'main', 'role', 'is', 'defensively', 'in', 'which', 'he', 'is', 'absolute', 'trash', '']"
248,@CFCy9nju Ronaldo won 5 league top scorers in whole career. Messi won 6 league top scorers in the time when Messi Ronaldo both played in la Liga.,"['CFCy9nju', 'Ronaldo', 'won', '5', 'league', 'top', 'scorers', 'in', 'whole', 'career', '', 'Messi', 'won', '6', 'league', 'top', 'scorers', 'in', 'the', 'time', 'when', 'Messi', 'Ronaldo', 'both', 'played', 'in', 'la', 'Liga', '']"
249,INSPECTOR BIGGZ G THEN I PROMISE NEW WORLD LATER  !playlist !messi !console !cartel !starz !followage !donate !roulette !duel !8ball https://t.co/XsMSGTR5Rf,"['INSPECTOR', 'BIGGZ', 'G', 'THEN', 'I', 'PROMISE', 'NEW', 'WORLD', 'LATER', '', 'playlist', '', 'messi', '', 'console', '', 'cartel', '', 'starz', '', 'followage', '', 'donate', '', 'roulette', '', 'duel', '', '8ball', '']"
250,@ManUtdMEN poch? he can't even manage neymar and messi at psg 😂😂,"['ManUtdMEN', 'poch', '', 'he', 'cant', 'even', 'manage', 'neymar', 'and', 'messi', 'at', 'psg', '', '']"
251,"🗣️Lionel Messi: ""No one asked me to play for free in Barcelona, I accepted more than 50 percent sacrifice, I was ready to stay. Laporta's words hurt me, I feel like I don't deserve it""🙄

#PSG #Barcelona #LaLiga https://t.co/Rm5lHvZcgh","['', '️Lionel', 'Messi', '', '', 'No', 'one', 'asked', 'me', 'to', 'play', 'for', 'free', 'in', 'Barcelona', '', 'I', 'accepted', 'more', 'than', '50', 'percent', 'sacrifice', '', 'I', 'was', 'ready', 'to', 'stay', '', 'Laportas', 'words', 'hurt', 'me', '', 'I', 'feel', 'like', 'I', 'dont', 'deserve', 'it', '', '', 'PSG', 'Barcelona', 'LaLiga', '']"
252,"🗣️ ""If there is a possibility, I would like to contribute again because it's the club that I love..."" https://t.co/nvQMgLhAJ7","['', '️', '', 'If', 'there', 'is', 'a', 'possibility', '', 'I', 'would', 'like', 'to', 'contribute', 'again', 'because', 'its', 'the', 'club', 'that', 'I', 'love', '', '', '']"
253,Leo Messi has plans to return to Barcelona one day.. https://t.co/BJTvWo32XY,"['Leo', 'Messi', 'has', 'plans', 'to', 'return', 'to', 'Barcelona', 'one', 'day', '', '']"
254,@messi_ greatest player of all time ed @KimmichZone So funny you kill animals how so very macho aren't you hilarious...,"['messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'KimmichZone', 'So', 'funny', 'you', 'kill', 'animals', 'how', 'so', 'very', 'macho', 'arent', 'you', 'hilarious', '']"
255,"@mozarros1 If £50m (dk where you got the figure from) for Messi was ever on the table, clubs would restructure their activities to make that happen. Dk where you got the Pep supposition from either (changed swiftly to spend a £100m on unproven player instead?). Transfer fee was €1bn👍","['mozarros1', 'If', '£', '50m', '', 'dk', 'where', 'you', 'got', 'the', 'figure', 'from', '', 'for', 'Messi', 'was', 'ever', 'on', 'the', 'table', '', 'clubs', 'would', 'restructure', 'their', 'activities', 'to', 'make', 'that', 'happen', '', 'Dk', 'where', 'you', 'got', 'the', 'Pep', 'supposition', 'from', 'either', '', 'changed', 'swiftly', 'to', 'spend', 'a', '£', '100m', 'on', 'unproven', 'player', 'instead', '', '', '', 'Transfer', 'fee', 'was', '€', '1bn', '']"
256,MESSI WINNING THE BALON D'OR IS INEVITABLE #LM7,"['MESSI', 'WINNING', 'THE', 'BALON', 'DOR', 'IS', 'INEVITABLE', 'LM7']"
257,"@sujoy_pritam U r the blind one here. Criticizing messi saying he isn't interested? U r laporta's asslickerrr. 
Know that he did dirty to the greatest ever player. If not for Messi, Font would have won the election. This Laporta doesn't even have project. Just a nostalgia.","['sujoypritam', 'U', 'r', 'the', 'blind', 'one', 'here', '', 'Criticizing', 'messi', 'saying', 'he', 'isnt', 'interested', '', 'U', 'r', 'laportas', 'asslickerrr', '', 'Know', 'that', 'he', 'did', 'dirty', 'to', 'the', 'greatest', 'ever', 'player', '', 'If', 'not', 'for', 'Messi', '', 'Font', 'would', 'have', 'won', 'the', 'election', '', 'This', 'Laporta', 'doesnt', 'even', 'have', 'project', '', 'Just', 'a', 'nostalgia', '']"
258,@PranabKar15 Yes but the first thing Messi needs to do is to rest.,"['PranabKar15', 'Yes', 'but', 'the', 'first', 'thing', 'Messi', 'needs', 'to', 'do', 'is', 'to', 'rest', '']"
259,"@Akmoemyatz @MAHESHPANDU224 @FabrizioRomano Even if Ronaldo wins a World Cup, his biggest achievement is being compared to Leo Messi","['Akmoemyatz', 'MAHESHPANDU224', 'FabrizioRomano', 'Even', 'if', 'Ronaldo', 'wins', 'a', 'World', 'Cup', '', 'his', 'biggest', 'achievement', 'is', 'being', 'compared', 'to', 'Leo', 'Messi']"
260,"@barca__fan__ Maturity is realising that comparing Messi and Ronaldo is absolutely useless as they're both two very different players.

Maturity is realising that they both don't have much time left before they retire, and that we have to enjoy watching the two  greatest player of all time  as much as possible.","['barcafan', 'Maturity', 'is', 'realising', 'that', 'comparing', 'Messi', 'and', 'Ronaldo', 'is', 'absolutely', 'useless', 'as', 'theyre', 'both', 'two', 'very', 'different', 'players', '', 'Maturity', 'is', 'realising', 'that', 'they', 'both', 'dont', 'have', 'much', 'time', 'left', 'before', 'they', 'retire', '', 'and', 'that', 'we', 'have', 'to', 'enjoy', 'watching', 'the', 'two', 'greatest', 'player', 'of', 'all', 'time', 'as', 'much', 'as', 'possible', '']"
261,Follow him for Messi stats https://t.co/17mcIbpSnj,"['Follow', 'him', 'for', 'Messi', 'stats', '']"
262,@Shinaspeaks 😂 Why you don dey hate Messi?,"['Shinaspeaks', '', 'Why', 'you', 'don', 'dey', 'hate', 'Messi', '']"
263,"messi doesnt even kno or even care bout awards &amp; push any PR like ronaldo is the biggest PR merchent with 50m fake followers according to research with d help of fraud perez, If Messi'd had CR7 PR team, he's hav  10 ucls &amp; bdors https://t.co/L0RlykBKAk","['messi', 'doesnt', 'even', 'kno', 'or', 'even', 'care', 'bout', 'awards', '', 'push', 'any', 'PR', 'like', 'ronaldo', 'is', 'the', 'biggest', 'PR', 'merchent', 'with', '50m', 'fake', 'followers', 'according', 'to', 'research', 'with', 'd', 'help', 'of', 'fraud', 'perez', '', 'If', 'Messid', 'had', 'CR7', 'PR', 'team', '', 'hes', 'hav', '10', 'ucls', '', 'bdors', '']"
264,@PSG_inside Where is messi?,"['PSGinside', 'Where', 'is', 'messi', '']"
265,@insomniac2jz @cozmo1x what you gonna do say Messi has more KO goals?🤣,"['insomniac2jz', 'cozmo1x', 'what', 'you', 'gonna', 'do', 'say', 'Messi', 'has', 'more', 'KO', 'goals', '', '']"
266,How Messi fell off: https://t.co/sL16m6w27s,"['How', 'Messi', 'fell', 'off', '', '']"
267,Messi has to play Afcon every week I'd be sick to my stomach https://t.co/fOkBO3Urgr,"['Messi', 'has', 'to', 'play', 'Afcon', 'every', 'week', 'Id', 'be', 'sick', 'to', 'my', 'stomach', '']"
268,@ManUtdMaverick @Grahamwinstanl4 Lol did you see that messi fan vs ronaldo fan video bleacher report did?,"['ManUtdMaverick', 'Grahamwinstanl4', 'Lol', 'did', 'you', 'see', 'that', 'messi', 'fan', 'vs', 'ronaldo', 'fan', 'video', 'bleacher', 'report', 'did', '']"
269,@DailyMail @MailOnline Messi is such a flop,"['DailyMail', 'MailOnline', 'Messi', 'is', 'such', 'a', 'flop']"
270,@PSG_inside Where is messi ?,"['PSGinside', 'Where', 'is', 'messi', '']"
271,"#OnThisDay...

In 2003, Cristiano Ronaldo scored his first Manchester United goal 🤩

In 2016, Lionel Messi became the all-time Champions League group stage top scorer 🤯 

With many G.O.A.T things in between and still going on  greatest player of all time  https://t.co/VyG2UF4Vxf","['OnThisDay', '', 'In', '2003', '', 'Cristiano', 'Ronaldo', 'scored', 'his', 'first', 'Manchester', 'United', 'goal', '', 'In', '2016', '', 'Lionel', 'Messi', 'became', 'the', 'alltime', 'Champions', 'League', 'group', 'stage', 'top', 'scorer', '', 'With', 'many', 'G', '', 'O', '', 'A', '', 'T', 'things', 'in', 'between', 'and', 'still', 'going', 'on', 'greatest', 'player', 'of', 'all', 'time', '']"
272,@Joevar_A @Narek_RMA1 Not unique in a specific department? Highest goal per game ratio is not unique in goalscoring? Having 4 best playmaker awards (most in history = xavi) is not unique in playmaking? I prob don't have to explain to you why Messi is unique in term of dribbling (only under maradona),"['JoevarA', 'NarekRMA1', 'Not', 'unique', 'in', 'a', 'specific', 'department', '', 'Highest', 'goal', 'per', 'game', 'ratio', 'is', 'not', 'unique', 'in', 'goalscoring', '', 'Having', '4', 'best', 'playmaker', 'awards', '', 'most', 'in', 'history', '', 'xavi', '', 'is', 'not', 'unique', 'in', 'playmaking', '', 'I', 'prob', 'dont', 'have', 'to', 'explain', 'to', 'you', 'why', 'Messi', 'is', 'unique', 'in', 'term', 'of', 'dribbling', '', 'only', 'under', 'maradona', '']"
273,"@Uzosecond @olujoshdare Assuming there was a French FPL, and someone put Messi eh 😂🤣🤣","['Uzosecond', 'olujoshdare', 'Assuming', 'there', 'was', 'a', 'French', 'FPL', '', 'and', 'someone', 'put', 'Messi', 'eh', '', '', '']"
274,"@PulgaLa10 Dey should never play Messi, Ney, DiMaria together bcz it will never work bcz all 3 of dem r similar kind of player. Even Messi &amp; Ney hv a conflict of interest bcz dey both want 2 occupy d same position. Adding DiMaria makes it even worse.","['PulgaLa10', 'Dey', 'should', 'never', 'play', 'Messi', '', 'Ney', '', 'DiMaria', 'together', 'bcz', 'it', 'will', 'never', 'work', 'bcz', 'all', '3', 'of', 'dem', 'r', 'similar', 'kind', 'of', 'player', '', 'Even', 'Messi', '', 'Ney', 'hv', 'a', 'conflict', 'of', 'interest', 'bcz', 'dey', 'both', 'want', '2', 'occupy', 'd', 'same', 'position', '', 'Adding', 'DiMaria', 'makes', 'it', 'even', 'worse', '']"
275,"#OnThisDay...

In 2003, Cristiano Ronaldo scored his first Manchester United goal 🤩

In 2016, Lionel Messi became the all-time Champions League group stage top scorer 🤯 

With many G.O.A.T things in between and still going on  greatest player of all time  https://t.co/YKWc9gScNe","['OnThisDay', '', 'In', '2003', '', 'Cristiano', 'Ronaldo', 'scored', 'his', 'first', 'Manchester', 'United', 'goal', '', 'In', '2016', '', 'Lionel', 'Messi', 'became', 'the', 'alltime', 'Champions', 'League', 'group', 'stage', 'top', 'scorer', '', 'With', 'many', 'G', '', 'O', '', 'A', '', 'T', 'things', 'in', 'between', 'and', 'still', 'going', 'on', 'greatest', 'player', 'of', 'all', 'time', '']"
276,@mofaccioertweet @IFTVMarco Depends if you want to play in a club run by Conte and Paratici or a club like PSG run by Messi and Neymar -LK,"['mofaccioertweet', 'IFTVMarco', 'Depends', 'if', 'you', 'want', 'to', 'play', 'in', 'a', 'club', 'run', 'by', 'Conte', 'and', 'Paratici', 'or', 'a', 'club', 'like', 'PSG', 'run', 'by', 'Messi', 'and', 'Neymar', '', 'LK']"
277,@yanekstats @Cristiano @barcagalaxy So Messi is just 6 goals behind? 😂,"['yanekstats', 'Cristiano', 'barcagalaxy', 'So', 'Messi', 'is', 'just', '6', 'goals', 'behind', '', '']"
278,I guess messi dressed up as a ghost to the party😂😂😂😂😂😂😂😂😂😂☠️☠️☠️☠️ https://t.co/ILfnNxGYpU,"['I', 'guess', 'messi', 'dressed', 'up', 'as', 'a', 'ghost', 'to', 'the', 'party', '', '', '', '', '️', '', '️', '', '️', '', '️', '']"
279,"@_ibrxhim11_ @FabrizioRomano All people who want to cover ground. Messi, Neymar and Mbappe aren’t that. If you don’t think Poch Is a good manager with a style, philosophy and history thay won’t suit united then lmao.","['ibrxhim11', 'FabrizioRomano', 'All', 'people', 'who', 'want', 'to', 'cover', 'ground', '', 'Messi', '', 'Neymar', 'and', 'Mbappe', 'aren', '', 't', 'that', '', 'If', 'you', 'don', '', 't', 'think', 'Poch', 'Is', 'a', 'good', 'manager', 'with', 'a', 'style', '', 'philosophy', 'and', 'history', 'thay', 'won', '', 't', 'suit', 'united', 'then', 'lmao', '']"
280,Messi is the Micheal Schumacher of football and you can't change my mind. https://t.co/TQHS66TeHC,"['Messi', 'is', 'the', 'Micheal', 'Schumacher', 'of', 'football', 'and', 'you', 'cant', 'change', 'my', 'mind', '', '']"
281,"laporta does not know u 

thses messi fan'sare actually braindead https://t.co/QV1wxJKrSj","['laporta', 'does', 'not', 'know', 'u', 'thses', 'messi', 'fansare', 'actually', 'braindead', '']"
282,@MessiMX30i brudda watched messi for the first time,"['MessiMX30i', 'brudda', 'watched', 'messi', 'for', 'the', 'first', 'time']"
283,"@shauray3ii Sancho and Messi have the same number of goal contributions in the league despite Sancho playing LESS minutes than Messi 

One is being called a flop despite playing in the hardest league itw while the other is being tipped to win the BDor while playing in the Uber Eats League 🤷🏻‍♂️","['shauray3ii', 'Sancho', 'and', 'Messi', 'have', 'the', 'same', 'number', 'of', 'goal', 'contributions', 'in', 'the', 'league', 'despite', 'Sancho', 'playing', 'LESS', 'minutes', 'than', 'Messi', 'One', 'is', 'being', 'called', 'a', 'flop', 'despite', 'playing', 'in', 'the', 'hardest', 'league', 'itw', 'while', 'the', 'other', 'is', 'being', 'tipped', 'to', 'win', 'the', 'BDor', 'while', 'playing', 'in', 'the', 'Uber', 'Eats', 'League', '', '', '', '', '️']"
284,@roushfenway @KensethFan17_20 @Chris_Buescher @ChaseBriscoe_14 @RossChastain sign Messi.,"['roushfenway', 'KensethFan1720', 'ChrisBuescher', 'ChaseBriscoe14', 'RossChastain', 'sign', 'Messi', '']"
